TOWN,LON,LAT,MEDV,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
Concord,-71.24,42.2725,30.3,0.04666,80.0,1.52,0,0.404,7.107,36.6,7.309,2,329,12.6,354.31,8.61
Concord,-71.222,42.288999999999994,34.6,0.03768,80.0,1.52,0,0.404,7.274,38.3,7.309,2,329,12.6,392.2,6.62
Sudbury,-71.244,42.2425,34.9,0.0315,95.0,1.47,0,0.403,6.975,15.3,7.6534,3,402,17.0,396.9,4.56
Sudbury,-71.263,42.2225,32.9,0.01778,95.0,1.47,0,0.403,7.135,13.9,7.6534,3,402,17.0,384.3,4.45
Wayland,-71.2185,42.1955,24.1,0.03445,82.5,2.03,0,0.415,6.162000000000001,38.4,6.27,2,348,14.7,393.77,7.43
Wayland,-71.214,42.218,42.3,0.02177,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348,14.7,395.38,3.11
Weston,-71.199,42.232,48.5,0.0351,95.0,2.68,0,0.4161,7.853,33.2,5.118,4,224,14.7,392.78,3.81
Weston,-71.199,42.2058,50.0,0.02009,95.0,2.68,0,0.4161,8.033999999999999,31.9,5.118,4,224,14.7,390.55,2.88
Waltham,-71.1475,42.2445,22.6,0.13642,0.0,10.59,0,0.489,5.891,22.3,3.9454,4,277,18.6,396.9,10.87
Waltham,-71.15,42.2308,24.4,0.22969,0.0,10.59,0,0.489,6.3260000000000005,52.5,4.3549,4,277,18.6,394.87,10.97
Waltham,-71.149,42.2268,22.5,0.25199,0.0,10.59,0,0.489,5.783,72.7,4.3549,4,277,18.6,389.43,18.06
Waltham,-71.1503,42.222,24.4,0.13587,0.0,10.59,1,0.489,6.064,59.1,4.2392,4,277,18.6,381.32,14.66
Waltham,-71.143,42.2217,20.0,0.43571,0.0,10.59,1,0.489,5.3439999999999985,100.0,3.875,4,277,18.6,396.9,23.09
Waltham,-71.1435,42.2177,21.7,0.17446,0.0,10.59,1,0.489,5.96,92.1,3.8771,4,277,18.6,393.25,17.27
Waltham,-71.138,42.2216,19.3,0.37578,0.0,10.59,1,0.489,5.404,88.6,3.665,4,277,18.6,395.24,23.98
Waltham,-71.1335,42.225,22.4,0.21719,0.0,10.59,1,0.489,5.807,53.8,3.6526,4,277,18.6,390.94,16.03
Waltham,-71.1375,42.2355,28.1,0.14052,0.0,10.59,0,0.489,6.375,32.3,3.9454,4,277,18.6,385.81,9.38
Waltham,-71.127,42.235,23.7,0.28955,0.0,10.59,0,0.489,5.412000000000001,9.8,3.5875,4,277,18.6,348.93,29.55
Waltham,-71.1245,42.2277,25.0,0.19802,0.0,10.59,0,0.489,6.182,42.4,3.9454,4,277,18.6,393.63,9.47
Watertown,-71.1166,42.223,23.3,0.0456,0.0,13.89,1,0.55,5.888,56.0,3.1121,5,276,16.4,392.8,13.51
Watertown,-71.105,42.2235,28.7,0.07013,0.0,13.89,0,0.55,6.642,85.1,3.4211,5,276,16.4,392.78,9.69
Watertown,-71.0933,42.222,21.5,0.11069,0.0,13.89,1,0.55,5.9510000000000005,93.8,2.8893,5,276,16.4,396.9,17.92
Watertown,-71.10600000000001,42.2185,23.0,0.11425,0.0,13.89,1,0.55,6.372999999999998,92.4,3.3633,5,276,16.4,393.74,10.5
Newton,-71.11,42.2137,26.7,0.35809,0.0,6.2,1,0.507,6.9510000000000005,88.5,2.8617,8,307,17.4,391.7,9.71
Newton,-71.12100000000001,42.2166,21.7,0.40771,0.0,6.2,1,0.507,6.164,91.3,3.048,8,307,17.4,395.24,21.46
Newton,-71.125,42.2134,27.5,0.62356,0.0,6.2,1,0.507,6.879,77.7,3.2721,8,307,17.4,390.39,9.93
Newton,-71.1208,42.2183,30.1,0.6147,0.0,6.2,0,0.507,6.6179999999999986,80.8,3.2721,8,307,17.4,396.9,7.6
Newton,-71.11,42.206,44.8,0.31533,0.0,6.2,0,0.504,8.266,78.3,2.8944,8,307,17.4,385.05,4.14
Newton,-71.1012,42.1975,50.0,0.52693,0.0,6.2,0,0.504,8.725,83.0,2.8944,8,307,17.4,382.0,4.63
Newton,-71.1215,42.2025,37.6,0.38214,0.0,6.2,0,0.504,8.04,86.5,3.2157,8,307,17.4,387.38,3.13
Newton,-71.116,42.1947,31.6,0.41238,0.0,6.2,0,0.504,7.1629999999999985,79.9,3.2157,8,307,17.4,372.08,6.36
Newton,-71.11,42.185,46.7,0.29819,0.0,6.2,0,0.504,7.686,17.0,3.3751,8,307,17.4,377.51,3.92
Newton,-71.119,42.1807,31.5,0.44178,0.0,6.2,0,0.504,6.5520000000000005,21.4,3.3751,8,307,17.4,380.34,3.76
Newton,-71.13,42.188,24.3,0.537,0.0,6.2,0,0.504,5.981,68.1,3.6715,8,307,17.4,378.35,11.65
Newton,-71.1285,42.193000000000005,31.7,0.46296,0.0,6.2,0,0.504,7.412000000000001,76.9,3.6715,8,307,17.4,376.14,5.25
Newton,-71.14,42.1946,41.7,0.57529,0.0,6.2,0,0.507,8.337,73.3,3.8384,8,307,17.4,385.91,2.47
Newton,-71.134,42.20399999999999,48.3,0.33147,0.0,6.2,0,0.507,8.247,70.4,3.6519,8,307,17.4,378.95,3.95
Newton,-71.132,42.2142,29.0,0.44791,0.0,6.2,1,0.507,6.726,66.5,3.6519,8,307,17.4,360.2,8.05
Newton,-71.138,42.2141,24.0,0.33045,0.0,6.2,0,0.507,6.086,61.5,3.6519,8,307,17.4,376.75,10.88
Newton,-71.1485,42.211000000000006,25.1,0.52058,0.0,6.2,1,0.507,6.631,76.5,4.148,8,307,17.4,388.45,9.54
Newton,-71.1491,42.203,31.5,0.51183,0.0,6.2,0,0.507,7.358,71.6,4.148,8,307,17.4,390.07,4.73
Natick,-71.2055,42.1875,23.7,0.08244,30.0,4.93,0,0.428,6.481,18.5,6.1899,6,300,16.6,379.41,6.36
Natick,-71.2035,42.187,23.3,0.09252,30.0,4.93,0,0.428,6.606,42.2,6.1899,6,300,16.6,383.78,7.37
Natick,-71.1966,42.163999999999994,27.0,0.11329000000000003,30.0,4.93,0,0.428,6.897,54.3,6.3361,6,300,16.6,391.25,11.38
Natick,-71.2138,42.1645,20.1,0.10612,30.0,4.93,0,0.428,6.095,65.1,6.3361,6,300,16.6,394.62,12.4
Natick,-71.22,42.1782,22.2,0.1029,30.0,4.93,0,0.428,6.358,52.9,7.0355,6,300,16.6,372.75,11.22
Natick,-71.232,42.1725,23.7,0.12757000000000002,30.0,4.93,0,0.428,6.393,7.8,7.0355,6,300,16.6,374.71,5.19
Framingham,-71.2435,42.163000000000004,17.6,0.20608,22.0,5.86,0,0.431,5.593,76.5,7.9549,7,330,19.1,372.49,12.5
Framingham,-71.2575,42.1618,18.5,0.19133,22.0,5.86,0,0.431,5.605,70.2,7.9549,7,330,19.1,389.13,18.46
Framingham,-71.262,42.169,24.3,0.33983,22.0,5.86,0,0.431,6.108,34.9,8.0555,7,330,19.1,390.18,9.16
Framingham,-71.247,42.1703,20.5,0.19657,22.0,5.86,0,0.431,6.226,79.2,8.0555,7,330,19.1,376.14,10.15
Framingham,-71.255,42.1767,24.5,0.16439,22.0,5.86,0,0.431,6.433,49.1,7.8265,7,330,19.1,374.71,9.52
Framingham,-71.2475,42.1825,26.2,0.19073,22.0,5.86,0,0.431,6.718,17.5,7.8265,7,330,19.1,393.74,6.56
Framingham,-71.238,42.191,24.4,0.1403,22.0,5.86,0,0.431,6.487,13.0,7.3967,7,330,19.1,396.28,5.9
Framingham,-71.2435,42.1982,24.8,0.21409,22.0,5.86,0,0.431,6.438,8.9,7.3967,7,330,19.1,377.07,3.59
Framingham,-71.2685,42.1935,29.6,0.08221,22.0,5.86,0,0.431,6.957000000000002,6.8,8.9067,7,330,19.1,386.09,3.53
Framingham,-71.2807,42.1727,42.8,0.36894,22.0,5.86,0,0.431,8.259,8.4,8.9067,7,330,19.1,396.9,3.54
Ashland,-71.2895,42.1575,21.9,0.04819,80.0,3.64,0,0.392,6.108,32.0,9.2203,1,315,16.4,392.89,6.57
Ashland,-71.26899999999999,42.1482,20.9,0.035480000000000005,80.0,3.64,0,0.392,5.876,19.1,9.2203,1,315,16.4,395.18,9.25
Sherborn,-71.223,42.145,44.0,0.01538,90.0,3.75,0,0.394,7.454,34.2,6.3361,3,244,15.9,386.34,3.11
Brookline,-71.0679,42.2073,50.0,0.61154,20.0,3.97,0,0.647,8.704,86.9,1.801,5,264,13.0,389.7,5.12
Brookline,-71.0727,42.2077,36.0,0.66351,20.0,3.97,0,0.647,7.332999999999998,100.0,1.8946,5,264,13.0,383.29,7.79
Brookline,-71.0765,42.2075,30.1,0.65665,20.0,3.97,0,0.647,6.8420000000000005,100.0,2.0107,5,264,13.0,391.93,6.9
Brookline,-71.08,42.20399999999999,33.8,0.5401100000000001,20.0,3.97,0,0.647,7.2029999999999985,81.8,2.1121,5,264,13.0,392.8,9.59
Brookline,-71.079,42.202,43.1,0.5341199999999999,20.0,3.97,0,0.647,7.52,89.4,2.1398,5,264,13.0,388.37,7.26
Brookline,-71.0835,42.2,48.8,0.5201399999999999,20.0,3.97,0,0.647,8.398,91.5,2.2885,5,264,13.0,386.86,5.91
Brookline,-71.075,42.198,31.0,0.82526,20.0,3.97,0,0.647,7.327000000000001,94.5,2.0788,5,264,13.0,393.42,11.25
Brookline,-71.071,42.203,36.5,0.55007,20.0,3.97,0,0.647,7.206,91.6,1.9301,5,264,13.0,387.89,8.1
Brookline,-71.07,42.2,22.8,0.76162,20.0,3.97,0,0.647,5.56,62.8,1.9865,5,264,13.0,392.4,10.45
Brookline,-71.0725,42.1965,30.7,0.7857,20.0,3.97,0,0.647,7.0139999999999985,84.6,2.1329,5,264,13.0,384.07,14.79
Brookline,-71.085,42.1925,50.0,0.57834,20.0,3.97,0,0.575,8.297,67.0,2.4216,5,264,13.0,384.54,7.44
Brookline,-71.0925,42.2075,43.5,0.5405,20.0,3.97,0,0.575,7.47,52.6,2.872,5,264,13.0,390.3,3.16
Dedham,-71.098,42.153999999999996,20.7,0.09065,20.0,6.96,1,0.464,5.92,61.5,3.9175,3,223,18.6,391.34,13.65
Dedham,-71.087,42.141000000000005,21.1,0.29916,20.0,6.96,0,0.464,5.856,42.1,4.428999999999999,3,223,18.6,388.65,13.0
Dedham,-71.094,42.1355,25.2,0.16211,20.0,6.96,0,0.464,6.24,16.3,4.428999999999999,3,223,18.6,396.9,6.59
Dedham,-71.0982,42.1445,24.4,0.1146,20.0,6.96,0,0.464,6.5379999999999985,58.7,3.9175,3,223,18.6,394.96,7.73
Dedham,-71.117,42.151,35.2,0.22188,20.0,6.96,1,0.464,7.691,51.8,4.3665,3,223,18.6,390.77,6.58
Needham,-71.1305,42.1675,32.4,0.05644,40.0,6.41,1,0.447,6.757999999999999,32.9,4.0776,4,254,17.6,396.9,3.53
Needham,-71.138,42.1733,32.0,0.09604,40.0,6.41,0,0.447,6.854,42.8,4.2673,4,254,17.6,396.9,2.98
Needham,-71.1405,42.1632,33.2,0.10469,40.0,6.41,1,0.447,7.267,49.0,4.7872,4,254,17.6,389.25,6.05
Needham,-71.1495,42.173,33.1,0.06127000000000001,40.0,6.41,1,0.447,6.8260000000000005,27.6,4.8628,4,254,17.6,393.45,4.16
Needham,-71.1395,42.1813,29.1,0.07977999999999999,40.0,6.41,0,0.447,6.482,32.1,4.1403,4,254,17.6,396.9,7.19
Wellesley,-71.148,42.188,35.1,0.21038,20.0,3.33,0,0.4429,6.812,32.2,4.1007,5,216,14.9,396.9,4.85
Wellesley,-71.166,42.187,45.4,0.03578,20.0,3.33,0,0.4429,7.82,64.5,4.6947,5,216,14.9,387.31,3.76
Wellesley,-71.185,42.1848,35.4,0.03705,20.0,3.33,0,0.4429,6.968,37.2,5.2447,5,216,14.9,392.23,4.59
Wellesley,-71.1775,42.1735,46.0,0.06129,20.0,3.33,1,0.4429,7.645,49.7,5.2119,5,216,14.9,377.07,3.01
Dover,-71.173,42.1475,50.0,0.01501,90.0,1.21,1,0.401,7.922999999999999,24.8,5.885,1,198,13.6,395.52,3.16
Medfield,-71.18,42.1105,32.2,0.00906,90.0,2.97,0,0.4,7.087999999999999,20.8,7.3073,1,285,15.3,394.72,7.85
Millis,-71.2135,42.1,22.0,0.01096,55.0,2.25,0,0.389,6.4529999999999985,31.9,7.3073,1,300,15.3,394.72,8.23
Norfolk,-71.195,42.0675,20.1,0.01965,80.0,1.76,0,0.385,6.23,31.5,9.0892,1,241,18.2,341.6,12.93
Walpole,-71.148,42.0775,23.2,0.03871,52.5,5.32,0,0.405,6.209,31.3,7.3172,6,293,16.6,396.9,7.14
Walpole,-71.1325,42.093999999999994,22.3,0.0459,52.5,5.32,0,0.405,6.315,45.6,7.3172,6,293,16.6,396.9,7.6
Walpole,-71.155,42.098,24.8,0.04297,52.5,5.32,0,0.405,6.565,22.9,7.3172,6,293,16.6,371.72,9.51
Westwood,-71.1385,42.1235,28.5,0.03502,80.0,4.95,0,0.411,6.8610000000000015,27.9,5.1167,4,245,19.2,396.9,3.33
Westwood,-71.133,42.1408,37.3,0.07886,80.0,4.95,0,0.411,7.148,27.7,5.1167,4,245,19.2,396.9,3.56
Westwood,-71.107,42.1307,27.9,0.03615,80.0,4.95,0,0.411,6.63,23.4,5.1167,4,245,19.2,396.9,4.7
Norwood,-71.109,42.11,23.9,0.08265,0.0,13.92,0,0.4370000000000001,6.127000000000002,18.4,5.5027,4,289,16.0,396.9,8.58
Norwood,-71.118,42.1217,21.7,0.08199,0.0,13.92,0,0.4370000000000001,6.009,42.3,5.5027,4,289,16.0,396.9,10.4
Norwood,-71.1309,42.1166,28.6,0.12932000000000002,0.0,13.92,0,0.4370000000000001,6.678,31.1,5.9604,4,289,16.0,396.9,6.27
Norwood,-71.128,42.1108,27.1,0.05372,0.0,13.92,0,0.4370000000000001,6.549,51.0,5.9604,4,289,16.0,392.85,7.39
Norwood,-71.12100000000001,42.1025,20.3,0.14103,0.0,13.92,0,0.4370000000000001,5.79,58.0,6.32,4,289,16.0,396.9,15.84
Sharon,-71.12,42.0725,22.5,0.06466000000000001,70.0,2.24,0,0.4,6.345,20.1,7.8278,5,358,14.8,368.24,4.97
Sharon,-71.1,42.059,29.0,0.05561,70.0,2.24,0,0.4,7.041,10.0,7.8278,5,358,14.8,371.58,4.74
Sharon,-71.1035,42.0735,24.8,0.04417,70.0,2.24,0,0.4,6.871,47.4,7.8278,5,358,14.8,390.86,6.07
Canton,-71.0875,42.095,22.0,0.03537,34.0,6.09,0,0.433,6.59,40.4,5.4917,7,329,16.1,395.75,9.5
Canton,-71.0625,42.102,26.4,0.09266,34.0,6.09,0,0.433,6.495,18.4,5.4917,7,329,16.1,383.61,8.67
Canton,-71.0865,42.12,33.1,0.1,34.0,6.09,0,0.433,6.982,17.7,5.4917,7,329,16.1,390.43,4.86
Milton,-71.0465,42.145,36.1,0.05515,33.0,2.18,0,0.472,7.2360000000000015,41.1,4.022,7,222,18.4,393.68,6.93
Milton,-71.057,42.1525,28.4,0.05479,33.0,2.18,0,0.472,6.6160000000000005,58.1,3.37,7,222,18.4,393.36,8.93
Milton,-71.045,42.159,33.4,0.07503,33.0,2.18,0,0.472,7.42,71.9,3.0992,7,222,18.4,396.9,6.47
Milton,-71.028,42.1565,28.2,0.04932,33.0,2.18,0,0.472,6.849,70.3,3.1827,7,222,18.4,396.9,7.53
Quincy,-71.0138,42.1555,22.8,0.49298,0.0,9.9,0,0.544,6.635,82.5,3.3175,4,304,18.4,396.9,4.54
Quincy,-71.0201,42.16,20.3,0.3494,0.0,9.9,0,0.544,5.972,76.7,3.1025,4,304,18.4,396.24,9.97
Quincy,-71.016,42.176,16.1,2.63548,0.0,9.9,0,0.544,4.973,37.8,2.5194,4,304,18.4,350.45,12.64
Quincy,-71.0075,42.178000000000004,22.1,0.7904100000000001,0.0,9.9,0,0.544,6.122000000000001,52.8,2.6403,4,304,18.4,396.9,5.98
Quincy,-71.015,42.167,19.4,0.26169000000000003,0.0,9.9,0,0.544,6.023,90.4,2.8339999999999996,4,304,18.4,396.3,11.72
Quincy,-71.0075,42.1613,21.6,0.26938,0.0,9.9,0,0.544,6.266,82.8,3.2628,4,304,18.4,393.39,7.9
Quincy,-71.0,42.153,23.8,0.3692,0.0,9.9,0,0.544,6.567,87.3,3.6023,4,304,18.4,395.69,9.28
Quincy,-70.9795,42.158,16.2,0.25356,0.0,9.9,0,0.544,5.705,77.7,3.945,4,304,18.4,396.42,11.5
Quincy,-70.988,42.1485,17.8,0.31827,0.0,9.9,0,0.544,5.914,83.2,3.9986,4,304,18.4,390.7,18.33
Quincy,-71.00399999999999,42.1425,19.8,0.24522,0.0,9.9,0,0.544,5.782,71.7,4.0317,4,304,18.4,396.9,15.94
Quincy,-71.01,42.15,23.1,0.40202,0.0,9.9,0,0.544,6.3820000000000014,67.2,3.5325,4,304,18.4,395.21,10.36
Quincy,-71.02,42.151,21.0,0.47547,0.0,9.9,0,0.544,6.113,58.8,4.0019,4,304,18.4,396.23,12.73
Braintree,-71.0085,42.129,23.8,0.1676,0.0,7.38,0,0.493,6.426,52.3,4.5404,5,287,19.6,396.9,7.2
Braintree,-70.9975,42.13399999999999,23.1,0.18159,0.0,7.38,0,0.493,6.376,54.3,4.5404,5,287,19.6,396.9,6.87
Braintree,-70.99,42.1367,20.4,0.35114,0.0,7.38,0,0.493,6.041,49.9,4.7211,5,287,19.6,396.9,7.7
Braintree,-70.9834,42.1375,18.5,0.28392,0.0,7.38,0,0.493,5.707999999999998,74.3,4.7211,5,287,19.6,391.13,11.74
Braintree,-70.9895,42.1265,25.0,0.34109,0.0,7.38,0,0.493,6.415,40.1,4.7211,5,287,19.6,396.9,6.12
Braintree,-71.0,42.1066,24.6,0.19186,0.0,7.38,0,0.493,6.431,14.7,5.4159,5,287,19.6,393.68,5.08
Braintree,-70.9995,42.1175,23.0,0.30347,0.0,7.38,0,0.493,6.312,28.9,5.4159,5,287,19.6,396.9,6.15
Braintree,-71.01,42.1215,22.2,0.24103,0.0,7.38,0,0.493,6.082999999999998,43.7,5.4159,5,287,19.6,396.9,12.79
Randolph,-71.0275,42.113,19.3,0.06617,0.0,3.24,0,0.46,5.8679999999999986,25.8,5.2146,4,430,16.9,382.44,9.97
Randolph,-71.0415,42.115,22.6,0.06724,0.0,3.24,0,0.46,6.332999999999998,17.2,5.2146,4,430,16.9,375.21,7.34
Randolph,-71.025,42.098,19.8,0.04544,0.0,3.24,0,0.46,6.144,32.2,5.8736,4,430,16.9,368.57,9.09
Holbrook,-71.0115,42.0865,17.1,0.05023,35.0,6.06,0,0.4379,5.706,28.4,6.6407,1,304,16.9,394.02,12.43
Holbrook,-70.99600000000001,42.0895,19.4,0.03466,35.0,6.06,0,0.4379,6.0310000000000015,23.3,6.6407,1,304,16.9,362.25,7.83
Weymouth,-70.9795,42.0995,22.2,0.05083,0.0,5.19,0,0.515,6.316,38.1,6.4584,5,224,20.2,389.71,5.68
Weymouth,-70.965,42.101000000000006,20.7,0.03738,0.0,5.19,0,0.515,6.31,38.5,6.4584,5,224,20.2,389.4,6.75
Weymouth,-70.97,42.115,21.1,0.03961,0.0,5.19,0,0.515,6.037000000000001,34.5,5.9853,5,224,20.2,396.9,8.01
Weymouth,-70.976,42.128,19.5,0.03427,0.0,5.19,0,0.515,5.869,46.3,5.2311,5,224,20.2,396.9,9.8
Weymouth,-70.9602,42.126999999999995,18.5,0.030410000000000006,0.0,5.19,0,0.515,5.895,59.6,5.615,5,224,20.2,394.81,10.56
Weymouth,-70.9633,42.1374,20.6,0.03306,0.0,5.19,0,0.515,6.059,37.3,4.8122,5,224,20.2,396.14,8.51
Weymouth,-70.9675,42.144,19.0,0.054970000000000005,0.0,5.19,0,0.515,5.985,45.4,4.8122,5,224,20.2,396.9,9.74
Weymouth,-70.965,42.1503,18.7,0.06151,0.0,5.19,0,0.515,5.968,58.5,4.8122,5,224,20.2,396.9,9.29
Cohasset,-70.8875,42.1465,32.7,0.01301,35.0,1.52,0,0.442,7.241,49.3,7.0379,1,284,15.5,394.74,5.49
Hull,-70.915,42.16,16.5,0.02498,0.0,1.89,0,0.518,6.54,59.7,6.2669,1,422,15.9,389.96,8.65
Hingham,-70.937,42.1475,23.9,0.02543,55.0,3.78,0,0.484,6.6960000000000015,56.4,5.7321,5,370,17.6,396.9,7.18
Hingham,-70.9325,42.123000000000005,31.2,0.03049,55.0,3.78,0,0.484,6.874,28.1,6.4654,5,370,17.6,387.97,4.61
Rockland,-70.947,42.0725,17.5,0.03113,0.0,4.39,0,0.442,6.0139999999999985,48.5,8.0136,3,352,18.8,385.64,10.53
Rockland,-70.9501,42.0825,17.2,0.06162,0.0,4.39,0,0.442,5.898,52.3,8.0136,3,352,18.8,364.61,12.67
Hanover,-70.9275,42.0795,23.1,0.0187,85.0,4.15,0,0.429,6.516,27.7,8.5353,4,351,17.9,392.43,6.36
Norwell,-70.92,42.1016,24.5,0.01501,80.0,2.01,0,0.435,6.635,29.7,8.344,4,280,17.0,390.94,5.99
Scituate,-70.855,42.13,26.6,0.02899,40.0,1.25,0,0.429,6.939,34.5,8.7921,1,335,19.7,389.85,5.89
Scituate,-70.833,42.115,22.9,0.06211000000000001,40.0,1.25,0,0.429,6.49,44.4,8.7921,1,335,19.7,396.9,5.98
Marshfield,-70.83,42.0775,24.1,0.0795,60.0,1.69,0,0.411,6.579,35.9,10.7103,4,411,18.3,370.78,5.49
Marshfield,-70.81,42.059,18.6,0.07244,60.0,1.69,0,0.411,5.884,18.5,10.7103,4,411,18.3,392.33,7.79
Duxbury,-70.83,42.0485,30.1,0.01709,90.0,2.02,0,0.41,6.728,36.1,12.1265,5,187,17.0,384.46,4.5
Pembroke,-70.85300000000001,42.052,18.2,0.04301,80.0,1.91,0,0.413,5.6629999999999985,21.9,10.5857,4,334,22.0,382.8,8.05
Pembroke,-70.8525,42.03,20.6,0.10659,80.0,1.91,0,0.413,5.936,19.5,10.5857,4,334,22.0,376.04,5.57
Boston Allston-Brighton,-71.083,42.2172,17.8,8.98296,0.0,18.1,1,0.77,6.2120000000000015,97.4,2.1222,24,666,20.2,377.73,17.6
Boston Allston-Brighton,-71.095,42.211999999999996,21.7,3.8497,0.0,18.1,1,0.77,6.395,91.0,2.5052,24,666,20.2,391.34,13.27
Boston Allston-Brighton,-71.1007,42.21,22.7,5.20177,0.0,18.1,1,0.77,6.127000000000002,83.4,2.7227,24,666,20.2,395.43,11.48
Boston Allston-Brighton,-71.093,42.207,22.6,4.26131,0.0,18.1,0,0.77,6.112,81.3,2.5091,24,666,20.2,390.74,12.67
Boston Allston-Brighton,-71.0905,42.2033,25.0,4.541919999999998,0.0,18.1,0,0.77,6.398,88.0,2.5182,24,666,20.2,374.56,7.79
Boston Allston-Brighton,-71.0865,42.21,19.9,3.83684,0.0,18.1,0,0.77,6.251,91.1,2.2955,24,666,20.2,350.65,14.19
Boston Allston-Brighton,-71.081,42.208,20.8,3.67822,0.0,18.1,0,0.77,5.362,96.2,2.1036,24,666,20.2,380.79,10.19
Boston Allston-Brighton,-71.0865,42.215,16.8,4.22239,0.0,18.1,1,0.77,5.803,89.0,1.9047,24,666,20.2,353.04,14.64
Boston Back Bay,-71.059,42.2098,21.9,3.4742800000000003,0.0,18.1,1,0.718,8.78,82.9,1.9047,24,666,20.2,354.55,5.29
Boston Back Bay,-71.0595,42.2075,27.5,4.55587,0.0,18.1,0,0.718,3.5610000000000004,87.9,1.6132,24,666,20.2,354.7,7.12
Boston Back Bay,-71.054,42.2052,21.9,3.69695,0.0,18.1,0,0.718,4.963,91.4,1.7523,24,666,20.2,316.03,14.0
Boston Back Bay,-71.0508,42.207,23.1,13.5222,0.0,18.1,0,0.631,3.863,100.0,1.5106,24,666,20.2,131.42,13.33
Boston Back Bay,-71.048,42.2105,50.0,4.8982199999999985,0.0,18.1,0,0.631,4.97,100.0,1.3325,24,666,20.2,375.52,3.26
Boston Back Bay,-71.0497,42.2125,50.0,5.669980000000002,0.0,18.1,1,0.631,6.683,96.8,1.3567,24,666,20.2,375.33,3.73
Boston Beacon Hill,-71.0422,42.2144,50.0,6.53876,0.0,18.1,1,0.631,7.016,97.5,1.2024,24,666,20.2,392.05,2.96
Boston Beacon Hill,-71.0417,42.216,50.0,9.2323,0.0,18.1,0,0.631,6.216,100.0,1.1691,24,666,20.2,366.15,9.53
Boston Beacon Hill,-71.0397,42.2182,50.0,8.26725,0.0,18.1,1,0.6679999999999999,5.875,89.6,1.1296,24,666,20.2,347.88,8.88
Boston North End,-71.0339,42.2207,13.8,11.1081,0.0,18.1,0,0.6679999999999999,4.9060000000000015,100.0,1.1742,24,666,20.2,396.9,34.77
Boston North End,-71.0346,42.2187,13.8,18.4982,0.0,18.1,0,0.6679999999999999,4.138,100.0,1.137,24,666,20.2,396.9,37.97
Boston Charlestown,-71.0367,42.224,15.0,19.6091,0.0,18.1,0,0.6709999999999999,7.313,97.9,1.3163,24,666,20.2,396.9,13.44
Boston Charlestown,-71.03399999999999,42.226000000000006,13.9,15.288,0.0,18.1,0,0.6709999999999999,6.649,93.3,1.3449,24,666,20.2,363.02,23.24
Boston Charlestown,-71.038,42.2265,13.3,9.82349,0.0,18.1,0,0.6709999999999999,6.794,98.8,1.358,24,666,20.2,396.9,21.24
Boston Charlestown,-71.04,42.2248,13.1,23.6482,0.0,18.1,0,0.6709999999999999,6.38,96.2,1.3861,24,666,20.2,396.9,23.69
Boston Charlestown,-71.04,42.2275,10.2,17.8667,0.0,18.1,0,0.6709999999999999,6.223,100.0,1.3861,24,666,20.2,393.74,21.78
Boston Charlestown,-71.046,42.23,10.4,88.9762,0.0,18.1,0,0.6709999999999999,6.968,91.9,1.4165,24,666,20.2,396.9,17.21
Boston East Boston,-71.041,42.229,10.9,15.8744,0.0,18.1,0,0.6709999999999999,6.545,99.1,1.5192,24,666,20.2,396.9,21.08
Boston East Boston,-71.023,42.2287,11.3,9.18702,0.0,18.1,0,0.7,5.5360000000000005,100.0,1.5804,24,666,20.2,396.9,23.6
Boston East Boston,-71.0215,42.227,12.3,7.99248,0.0,18.1,0,0.7,5.52,100.0,1.5331,24,666,20.2,396.9,24.56
Boston East Boston,-71.0245,42.2235,8.8,20.0849,0.0,18.1,0,0.7,4.368,91.2,1.4395,24,666,20.2,285.83,30.63
Boston East Boston,-71.0235,42.2213,7.2,16.8118,0.0,18.1,0,0.7,5.277,98.1,1.4261,24,666,20.2,396.9,30.81
Boston East Boston,-71.0228,42.2231,10.5,24.3938,0.0,18.1,0,0.7,4.652,100.0,1.4672,24,666,20.2,396.9,28.28
Boston East Boston,-71.0215,42.2248,7.4,22.5971,0.0,18.1,0,0.7,5.0,89.5,1.5184,24,666,20.2,396.9,31.99
Boston East Boston,-71.0195,42.2255,10.2,14.3337,0.0,18.1,0,0.7,4.88,100.0,1.5895,24,666,20.2,372.92,30.62
Boston East Boston,-71.0168,42.2281,11.5,8.15174,0.0,18.1,0,0.7,5.39,98.9,1.7281,24,666,20.2,396.9,20.85
Boston East Boston,-71.0109,42.23,15.1,6.96215,0.0,18.1,0,0.7,5.712999999999999,97.0,1.9265,24,666,20.2,394.43,17.11
Boston East Boston,-71.0035,42.233000000000004,23.2,5.29305,0.0,18.1,0,0.7,6.051,82.5,2.1678,24,666,20.2,378.38,18.76
Boston East Boston,-71.02,42.2205,9.7,11.5779,0.0,18.1,0,0.7,5.0360000000000005,97.0,1.77,24,666,20.2,396.9,25.68
Boston South Boston,-71.0167,42.201,13.8,8.64476,0.0,18.1,0,0.693,6.193,92.6,1.7912,24,666,20.2,396.9,15.17
Boston South Boston,-71.02,42.1993,12.7,13.3598,0.0,18.1,0,0.693,5.8870000000000005,94.7,1.7821,24,666,20.2,396.9,16.35
