room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price
3457285,17415533,Private room,Campolide,0,0.0,2,1.0,46.0
3461774,12862513,Entire home/apt,Avenidas Novas,24,5.0,2,1.0,231.0
3464595,2010790,Private room,Arroios,6,4.0,2,1.0,29.0
3466350,2010790,Private room,Arroios,6,4.0,2,1.0,29.0
3466817,17466689,Entire home/apt,Misericórdia,25,4.5,5,3.0,58.0
3467116,2010790,Private room,Arroios,2,0.0,2,1.0,29.0
3467126,2010790,Private room,Arroios,12,3.5,2,1.0,29.0
3467716,17470648,Entire home/apt,Misericórdia,47,4.5,2,0.0,33.0
3467878,17457001,Entire home/apt,Santa Maria Maior,42,5.0,4,1.0,173.0
3473364,3953109,Entire home/apt,Belém,0,0.0,5,3.0,209.0
3476350,8744625,Entire home/apt,Misericórdia,1,0.0,4,1.0,80.0
3478019,15843380,Private room,Penha de França,85,5.0,2,1.0,46.0
3478515,9827661,Entire home/apt,São Vicente,49,4.5,2,0.0,35.0
3478534,9827661,Entire home/apt,São Vicente,31,4.0,2,0.0,35.0
3478748,17520413,Entire home/apt,Misericórdia,39,5.0,3,2.0,57.0
3478760,17520413,Entire home/apt,Misericórdia,75,4.5,4,2.0,52.0
3482589,11707167,Entire home/apt,Parque das Nações,2,0.0,4,1.0,80.0
3486384,17555520,Private room,Arroios,17,5.0,2,1.0,46.0
3488812,17566896,Entire home/apt,Santo António,73,4.5,4,1.0,46.0
3489285,1277011,Entire home/apt,São Vicente,29,4.5,2,1.0,87.0
3493066,17423364,Entire home/apt,Santa Maria Maior,134,4.5,3,1.0,83.0
3493657,17591778,Entire home/apt,São Vicente,2,0.0,4,1.0,87.0
3493711,17591021,Entire home/apt,Misericórdia,49,4.0,4,1.0,46.0
3493819,8298637,Entire home/apt,Santa Maria Maior,68,5.0,3,1.0,115.0
3502713,12558565,Entire home/apt,Misericórdia,143,5.0,5,2.0,52.0
3502809,17423364,Entire home/apt,Santa Maria Maior,123,4.5,3,1.0,66.0
3503004,3606199,Entire home/apt,Estrela,124,5.0,4,1.0,69.0
3503457,17638903,Private room,Arroios,7,4.5,2,1.0,39.0
3503536,17423364,Entire home/apt,Santa Maria Maior,161,4.5,2,1.0,80.0
3503751,17423364,Entire home/apt,Santa Maria Maior,157,4.5,2,0.0,80.0
3504033,17641523,Entire home/apt,Penha de França,24,5.0,16,5.0,115.0
3505365,17648782,Entire home/apt,Santa Maria Maior,48,5.0,6,2.0,75.0
3508177,3606199,Entire home/apt,Estrela,85,4.5,4,1.0,69.0
3508757,10551079,Private room,Campo de Ourique,6,4.5,2,1.0,39.0
3509006,14629738,Private room,Avenidas Novas,15,4.5,2,1.0,23.0
3510079,1756107,Entire home/apt,Santa Maria Maior,30,4.5,4,2.0,54.0
3510182,10551079,Private room,Campo de Ourique,18,4.5,2,1.0,32.0
3521665,17733765,Entire home/apt,Santo António,27,4.5,7,2.0,87.0
3521672,17733765,Entire home/apt,Santo António,25,4.0,4,1.0,58.0
3521675,17733765,Entire home/apt,Misericórdia,30,4.5,4,1.0,75.0
3521755,17733765,Entire home/apt,Carnide,12,4.5,6,2.0,115.0
3521818,15433661,Entire home/apt,Misericórdia,0,0.0,3,0.0,69.0
3524164,2463614,Entire home/apt,Santa Maria Maior,20,4.5,6,2.0,68.0
3525058,11470182,Private room,Estrela,237,4.5,2,1.0,40.0
3527561,17638903,Private room,Arroios,9,4.0,2,1.0,40.0
3528122,1756107,Entire home/apt,Santa Maria Maior,52,4.0,4,2.0,54.0
3528644,2682593,Entire home/apt,Avenidas Novas,6,5.0,5,3.0,104.0
3529970,17770888,Private room,Benfica,7,4.5,1,1.0,46.0
3530304,16994504,Entire home/apt,Santa Maria Maior,0,0.0,4,2.0,138.0
3531188,17777000,Entire home/apt,Santa Maria Maior,135,5.0,4,1.0,98.0
3532042,989393,Entire home/apt,Estrela,150,4.5,2,0.0,44.0
3532999,17786716,Private room,Arroios,38,5.0,2,1.0,31.0
3536221,17804459,Entire home/apt,Santa Maria Maior,81,4.5,5,2.0,87.0
3536877,17807032,Private room,Campo de Ourique,0,0.0,2,1.0,52.0
3537440,11707167,Entire home/apt,Misericórdia,1,0.0,4,1.0,87.0
3538782,9816110,Entire home/apt,Avenidas Novas,120,4.5,3,1.0,29.0
3541881,17829428,Entire home/apt,Santa Maria Maior,75,4.5,4,2.0,57.0
3546680,4861007,Entire home/apt,Misericórdia,44,4.5,4,1.0,91.0
3547303,7665008,Entire home/apt,Santo António,12,4.0,10,6.0,122.0
3548564,17125036,Entire home/apt,Santa Maria Maior,129,4.5,4,1.0,69.0
3548662,17784132,Entire home/apt,Arroios,0,0.0,1,1.0,46.0
3548865,3250665,Entire home/apt,Misericórdia,107,4.5,4,2.0,55.0
3558548,17915129,Entire home/apt,Santa Maria Maior,62,4.5,4,2.0,89.0
3560065,17921054,Entire home/apt,Arroios,18,4.5,8,4.0,119.0
3560658,15617937,Entire home/apt,Santa Maria Maior,89,4.0,2,1.0,52.0
3565534,7665008,Entire home/apt,Arroios,9,4.0,8,5.0,144.0
3566413,3455184,Entire home/apt,Belém,5,5.0,6,3.0,173.0
3567606,1552056,Entire home/apt,Arroios,10,5.0,4,1.0,80.0
3568592,17967147,Entire home/apt,Penha de França,15,4.5,6,2.0,47.0
3570423,862470,Private room,Santa Maria Maior,18,4.5,2,1.0,35.0
3570694,862470,Private room,Santa Maria Maior,27,4.5,2,1.0,37.0
3576722,5933531,Entire home/apt,Misericórdia,139,4.5,4,2.0,39.0
3579746,18030136,Entire home/apt,Arroios,56,5.0,6,3.0,69.0
3582953,18047710,Entire home/apt,Santa Maria Maior,79,5.0,3,1.0,93.0
3584529,14336284,Private room,Arroios,11,4.0,3,1.0,29.0
3585412,3177307,Entire home/apt,Estrela,150,4.5,2,1.0,35.0
3588844,772370,Private room,Santa Maria Maior,66,5.0,2,1.0,41.0
3591221,15180709,Entire home/apt,Santa Maria Maior,10,3.5,4,2.0,40.0
3591437,8901536,Entire home/apt,Arroios,18,4.5,5,2.0,93.0
3592300,18096984,Entire home/apt,Santo António,73,5.0,3,2.0,58.0
3593679,7156132,Private room,São Vicente,11,4.5,2,1.0,46.0
3598636,8853395,Entire home/apt,Misericórdia,1,0.0,3,0.0,77.0
3599477,18135007,Entire home/apt,Santa Maria Maior,52,4.5,5,1.0,64.0
3599630,6793568,Entire home/apt,Estrela,48,4.5,6,3.0,80.0
3602049,8694270,Private room,Estrela,129,4.5,2,1.0,22.0
3602061,8694270,Private room,Estrela,127,4.5,2,1.0,22.0
3602965,6210602,Entire home/apt,Misericórdia,20,4.5,7,4.0,87.0
3603473,3886593,Entire home/apt,Misericórdia,70,4.5,3,2.0,67.0
3603705,18158170,Entire home/apt,Santa Maria Maior,45,4.5,4,0.0,87.0
3607462,18179753,Entire home/apt,Santa Maria Maior,22,5.0,5,2.0,80.0
3608357,2372087,Entire home/apt,São Vicente,19,4.5,16,6.0,346.0
3608405,4156641,Entire home/apt,São Vicente,65,4.5,5,2.0,36.0
3608551,5157570,Entire home/apt,Santa Maria Maior,25,4.0,4,0.0,46.0
3609535,10487625,Entire home/apt,Misericórdia,189,5.0,3,1.0,52.0
3610990,9972946,Entire home/apt,São Vicente,46,4.5,2,1.0,40.0
3611084,18195913,Private room,São Vicente,0,0.0,2,1.0,40.0
3614867,13828984,Entire home/apt,Santa Maria Maior,142,4.5,4,1.0,52.0
3616161,8031057,Entire home/apt,Misericórdia,19,4.5,4,1.0,75.0
3620611,10487625,Entire home/apt,Misericórdia,163,5.0,4,1.0,33.0
3622016,18246727,Entire home/apt,Santa Maria Maior,25,4.5,2,1.0,33.0
3622481,18248514,Entire home/apt,Santa Maria Maior,42,4.5,4,2.0,45.0
3625790,1037730,Entire home/apt,Parque das Nações,12,4.5,5,2.0,90.0
3627173,17883136,Entire home/apt,Arroios,2,0.0,5,2.0,93.0
3627508,628095,Private room,Penha de França,0,0.0,2,1.0,45.0
3632596,7223751,Entire home/apt,Penha de França,81,4.5,4,1.0,46.0
3634002,1756107,Entire home/apt,Santo António,25,4.5,6,3.0,104.0
3636766,18339795,Entire home/apt,Santa Maria Maior,169,4.5,4,1.0,60.0
3638077,11470182,Private room,Estrela,226,4.5,2,1.0,35.0
3638893,18164926,Private room,Santo António,17,5.0,3,1.0,35.0
3642502,16271297,Entire home/apt,Santa Maria Maior,171,4.5,6,0.0,57.0
3642962,18394030,Entire home/apt,Campo de Ourique,0,0.0,3,2.0,277.0
3643695,4094259,Entire home/apt,São Vicente,1,0.0,6,2.0,179.0
3644543,3975939,Entire home/apt,Santa Maria Maior,80,4.5,2,0.0,46.0
3644737,18408147,Entire home/apt,Estrela,0,0.0,4,2.0,127.0
3645059,18410502,Entire home/apt,São Vicente,66,4.5,4,1.0,75.0
3648252,6401752,Shared room,Areeiro,48,4.5,4,1.0,18.0
3648606,18442418,Entire home/apt,Misericórdia,20,4.5,6,3.0,69.0
3649476,12996419,Entire home/apt,Misericórdia,1,0.0,4,2.0,83.0
3650391,18218095,Entire home/apt,Ajuda,3,5.0,12,9.0,203.0
3653303,1797509,Entire home/apt,Estrela,104,5.0,6,2.0,226.0
3658214,17553982,Entire home/apt,São Vicente,21,5.0,5,2.0,80.0
3658961,18539999,Entire home/apt,Alvalade,0,0.0,2,1.0,115.0
3659640,2669924,Private room,Santa Maria Maior,4,3.5,2,1.0,87.0
3661924,3953109,Entire home/apt,Misericórdia,0,0.0,4,2.0,78.0
3664184,12190335,Private room,Misericórdia,1,0.0,2,1.0,58.0
3666340,1466881,Entire home/apt,Arroios,21,4.0,12,3.0,253.0
3667203,941411,Private room,Areeiro,32,4.5,2,1.0,29.0
3667774,18266119,Entire home/apt,Misericórdia,177,4.5,10,4.0,80.0
3671145,18396282,Private room,São Vicente,150,4.5,2,1.0,58.0
3677478,8853395,Entire home/apt,Santa Maria Maior,1,0.0,3,1.0,88.0
3683126,8031057,Entire home/apt,Misericórdia,17,4.0,3,1.0,75.0
3683676,10964366,Private room,Santa Maria Maior,57,4.5,2,1.0,42.0
3684848,3953109,Entire home/apt,Santo António,1,0.0,6,2.0,77.0
3690214,18784346,Entire home/apt,Santa Maria Maior,26,5.0,4,2.0,191.0
3690595,8950388,Entire home/apt,Arroios,127,4.5,4,0.0,33.0
3691024,9268837,Entire home/apt,Santa Maria Maior,43,5.0,2,1.0,80.0
3691049,6474940,Entire home/apt,Santa Maria Maior,97,4.0,2,0.0,46.0
3691125,7935318,Entire home/apt,São Vicente,139,4.5,4,2.0,58.0
3694287,8694270,Private room,Estrela,138,4.5,2,1.0,22.0
3694420,7665008,Entire home/apt,Santo António,5,3.5,10,6.0,114.0
3695538,13667856,Entire home/apt,Estrela,19,4.5,8,5.0,150.0
3700135,18857692,Entire home/apt,Penha de França,37,4.5,6,2.0,109.0
3700732,11707167,Entire home/apt,Arroios,21,4.5,2,1.0,52.0
3705516,5376796,Entire home/apt,Santa Maria Maior,91,4.0,5,2.0,58.0
3707709,18911343,Private room,Misericórdia,15,5.0,2,1.0,29.0
3708675,7672492,Entire home/apt,Misericórdia,32,4.0,2,1.0,45.0
3709686,18925335,Private room,Estrela,48,4.5,2,2.0,57.0
3716137,18971002,Private room,São Vicente,94,4.5,2,1.0,40.0
3716196,15738952,Entire home/apt,Parque das Nações,8,5.0,4,2.0,85.0
3717926,18983132,Private room,Alvalade,31,5.0,1,1.0,29.0
3723120,19019553,Entire home/apt,Belém,21,4.5,6,3.0,67.0
3724685,18650677,Private room,Santo António,104,4.0,2,1.0,26.0
3726249,11707167,Entire home/apt,Misericórdia,4,4.5,6,3.0,91.0
3727521,15739325,Private room,Penha de França,4,5.0,1,1.0,29.0
3730224,16106300,Entire home/apt,Misericórdia,35,4.0,3,0.0,75.0
3730225,3975939,Entire home/apt,Santa Maria Maior,83,4.5,2,1.0,58.0
3730414,19063063,Entire home/apt,Santa Maria Maior,13,4.5,6,2.0,68.0
3731635,4794066,Entire home/apt,São Vicente,152,4.5,4,2.0,40.0
3734425,7665008,Entire home/apt,Avenidas Novas,10,4.0,11,6.0,109.0
3734648,19089793,Private room,Arroios,0,0.0,2,1.0,62.0
3735221,19093086,Entire home/apt,São Vicente,15,5.0,4,1.0,60.0
3735255,1474999,Entire home/apt,Santa Maria Maior,17,4.5,11,5.0,334.0
3735508,19094456,Entire home/apt,Areeiro,0,0.0,4,4.0,1269.0
3737636,13536720,Private room,Penha de França,0,0.0,2,1.0,32.0
3738172,1554338,Entire home/apt,Misericórdia,70,4.5,8,3.0,104.0
3739533,1474999,Private room,Santa Maria Maior,3,4.5,2,1.0,58.0
3740855,19127121,Entire home/apt,Santa Maria Maior,70,5.0,4,2.0,91.0
3741717,1474999,Private room,Santa Maria Maior,0,0.0,2,1.0,58.0
3742035,1474999,Private room,Santa Maria Maior,2,0.0,2,1.0,58.0
3742097,1474999,Private room,Santa Maria Maior,1,0.0,2,1.0,75.0
3746271,18442418,Entire home/apt,Misericórdia,21,4.5,4,2.0,58.0
3747958,7665008,Entire home/apt,Arroios,4,3.5,10,5.0,109.0
3750523,19189417,Entire home/apt,Misericórdia,60,4.0,6,2.0,52.0
3751448,10253169,Private room,Avenidas Novas,2,0.0,2,1.0,23.0
3751663,8853395,Entire home/apt,Santa Maria Maior,0,0.0,4,2.0,93.0
3753728,10494205,Private room,Arroios,40,4.5,2,1.0,30.0
3754456,19217119,Private room,Misericórdia,101,5.0,2,1.0,35.0
3755608,2372087,Entire home/apt,Arroios,0,0.0,12,4.0,288.0
3757680,15174210,Entire home/apt,Avenidas Novas,15,5.0,4,2.0,60.0
3758550,4420701,Entire home/apt,Estrela,76,4.5,12,4.0,114.0
3759283,6158814,Private room,Penha de França,0,0.0,2,1.0,29.0
3760195,19251207,Private room,Ajuda,45,4.5,2,1.0,40.0
3763696,19278006,Entire home/apt,Santo António,0,0.0,1,2.0,87.0
3765576,19289338,Entire home/apt,Santo António,0,0.0,5,2.0,115.0
3767649,3215946,Entire home/apt,Arroios,25,5.0,2,0.0,93.0
3767763,13830779,Entire home/apt,Santo António,116,5.0,4,1.0,69.0
3771069,19299820,Entire home/apt,Avenidas Novas,9,5.0,5,2.0,103.0
3772952,2635324,Entire home/apt,Santa Maria Maior,33,5.0,5,3.0,93.0
3776926,19368868,Entire home/apt,Misericórdia,4,5.0,4,2.0,77.0
3777540,11470182,Private room,Estrela,218,4.5,2,1.0,35.0
3781430,19400725,Entire home/apt,São Vicente,55,4.5,2,1.0,64.0
3781619,16164075,Entire home/apt,Santa Maria Maior,76,5.0,4,2.0,144.0
3781723,14336284,Private room,Arroios,13,4.5,3,1.0,29.0
3782224,3177307,Entire home/apt,Estrela,66,5.0,3,1.0,50.0
3782353,19407324,Entire home/apt,Alcântara,33,4.5,2,1.0,52.0
3782377,10066743,Entire home/apt,Misericórdia,57,4.5,2,0.0,31.0
3782454,1277626,Entire home/apt,Misericórdia,54,4.5,6,1.0,68.0
3782529,9774669,Entire home/apt,Arroios,73,5.0,4,1.0,69.0
3784610,19400725,Entire home/apt,São Vicente,55,4.5,2,1.0,57.0
3785999,16558591,Entire home/apt,Santa Maria Maior,86,5.0,2,1.0,144.0
3786155,19245334,Entire home/apt,Misericórdia,100,4.5,4,2.0,58.0
3786972,19436171,Entire home/apt,Santa Maria Maior,3,4.5,6,3.0,71.0
3790282,19455234,Entire home/apt,Misericórdia,58,4.5,6,3.0,58.0
3790662,19455234,Entire home/apt,Misericórdia,52,4.5,4,2.0,46.0
3790993,19455234,Entire home/apt,Misericórdia,43,4.5,3,2.0,40.0
3791167,19455234,Entire home/apt,Misericórdia,24,4.0,6,2.0,46.0
3791422,9528937,Entire home/apt,Santa Maria Maior,138,5.0,5,2.0,150.0
3794249,19484653,Entire home/apt,Santa Maria Maior,11,4.0,4,2.0,58.0
3798989,3539350,Entire home/apt,Misericórdia,46,4.5,5,2.0,98.0
3799280,2372087,Entire home/apt,São Vicente,23,5.0,16,6.0,346.0
3801161,8653570,Entire home/apt,Santa Maria Maior,169,4.5,2,1.0,37.0
3801392,7409454,Entire home/apt,Misericórdia,15,4.5,6,2.0,80.0
3802118,573194,Private room,Santo António,17,4.0,2,1.0,32.0
3805162,1416183,Entire home/apt,Santa Maria Maior,23,5.0,5,2.0,114.0
3808796,19573497,Private room,Arroios,25,4.5,2,1.0,23.0
3808964,19575081,Entire home/apt,Misericórdia,45,5.0,4,2.0,104.0
3809925,19463812,Entire home/apt,Alvalade,56,4.5,7,4.0,58.0
3810041,12533423,Entire home/apt,Campo de Ourique,57,4.5,4,1.0,47.0
3811006,12533423,Entire home/apt,Estrela,17,4.5,4,1.0,45.0
3811085,13842164,Entire home/apt,Santa Maria Maior,7,4.5,6,3.0,203.0
3811606,19593269,Entire home/apt,Santa Maria Maior,5,5.0,4,2.0,87.0
3816576,2356506,Entire home/apt,Campo de Ourique,52,4.5,4,2.0,52.0
3817706,13219688,Entire home/apt,Misericórdia,89,4.5,4,1.0,46.0
3817812,19625002,Private room,Campo de Ourique,178,5.0,2,1.0,68.0
3817827,19611846,Private room,Avenidas Novas,5,5.0,1,1.0,29.0
3819359,19643041,Entire home/apt,Alcântara,3,4.5,5,3.0,50.0
3820120,2356506,Entire home/apt,Campo de Ourique,46,4.5,2,1.0,50.0
3825830,19683926,Private room,Santo António,0,0.0,2,1.0,23.0
3827825,5884168,Entire home/apt,Misericórdia,72,4.5,6,2.0,40.0
3831980,5471155,Entire home/apt,Estrela,27,4.5,2,1.0,48.0
3834800,4472828,Entire home/apt,Arroios,6,5.0,4,2.0,104.0
3837845,3108083,Private room,Avenidas Novas,35,4.5,2,1.0,19.0
3838165,15783199,Entire home/apt,São Domingos de Benfica,20,5.0,8,3.0,69.0
3838590,3322340,Entire home/apt,Santa Maria Maior,87,4.5,4,1.0,79.0
3839444,19780353,Entire home/apt,Misericórdia,3,4.5,4,2.0,93.0
3842718,11823412,Private room,Estrela,23,4.0,2,1.0,35.0
3843002,11076196,Private room,Avenidas Novas,19,4.5,2,1.0,35.0
3845362,19128442,Entire home/apt,Santa Maria Maior,109,4.5,6,2.0,68.0
3845445,19822071,Entire home/apt,Misericórdia,7,5.0,4,2.0,93.0
3846633,19824921,Entire home/apt,Estrela,61,5.0,3,1.0,57.0
3849463,11821479,Entire home/apt,Santo António,112,4.0,2,1.0,40.0
3850065,7373929,Private room,Arroios,141,4.5,4,1.0,29.0
3851636,19862373,Entire home/apt,Misericórdia,140,4.5,2,1.0,67.0
3853918,19879157,Entire home/apt,Misericórdia,14,5.0,4,1.0,84.0
3854256,3953109,Entire home/apt,Misericórdia,6,5.0,4,2.0,208.0
3854270,19881192,Private room,Avenidas Novas,0,0.0,2,1.0,68.0
3854830,15826725,Entire home/apt,Santo António,57,4.5,4,1.0,57.0
3858069,19455234,Entire home/apt,Misericórdia,61,4.5,4,2.0,46.0
3858891,19908865,Entire home/apt,Alcântara,110,4.5,2,0.0,33.0
3858985,29310128,Entire home/apt,Campo de Ourique,4,5.0,4,1.0,69.0
3859022,19245334,Entire home/apt,Misericórdia,45,5.0,3,2.0,89.0
3861166,13401596,Entire home/apt,Arroios,3,4.5,8,3.0,138.0
3861604,2717587,Entire home/apt,Misericórdia,146,4.5,5,2.0,58.0
3861697,659306,Entire home/apt,Santa Maria Maior,0,0.0,2,2.0,109.0
3864283,14204351,Entire home/apt,São Vicente,120,4.5,2,1.0,40.0
3865434,3953816,Entire home/apt,Santo António,37,5.0,3,1.0,57.0
3865486,4189583,Entire home/apt,São Vicente,101,5.0,4,2.0,88.0
3866958,19455234,Entire home/apt,Misericórdia,53,4.5,4,2.0,44.0
3873477,4378227,Entire home/apt,Santa Maria Maior,4,4.5,7,2.0,133.0
3874641,20018386,Entire home/apt,Santa Maria Maior,6,5.0,2,1.0,64.0
3877424,8657639,Entire home/apt,Santa Maria Maior,153,5.0,6,3.0,104.0
3877580,3250665,Entire home/apt,Misericórdia,51,4.5,8,3.0,62.0
3879546,10487625,Entire home/apt,Misericórdia,160,5.0,4,1.0,33.0
3882973,10795684,Entire home/apt,Santo António,13,4.5,7,3.0,132.0
3883628,7440258,Entire home/apt,Estrela,2,0.0,5,2.0,87.0
3883841,7440258,Entire home/apt,Estrela,5,4.5,4,1.0,69.0
3883953,7440258,Entire home/apt,Estrela,4,4.0,4,1.0,69.0
3885764,12650470,Private room,Areeiro,1,0.0,1,1.0,29.0
3886346,941411,Private room,Areeiro,11,4.5,2,1.0,29.0
3888396,20113883,Entire home/apt,Carnide,31,4.5,7,3.0,55.0
3891995,5884168,Entire home/apt,Misericórdia,123,5.0,3,1.0,35.0
3894278,20155473,Entire home/apt,Santa Maria Maior,159,4.5,3,2.0,46.0
3894605,872205,Private room,Misericórdia,40,4.5,2,1.0,56.0
3895123,872205,Private room,Misericórdia,49,4.5,2,1.0,30.0
3895489,872205,Private room,Misericórdia,15,4.5,2,1.0,56.0
3895728,20165705,Entire home/apt,Parque das Nações,1,0.0,4,2.0,64.0
3895859,872205,Private room,Misericórdia,64,4.5,2,1.0,23.0
3896255,872205,Private room,Misericórdia,20,4.5,3,1.0,56.0
3896487,872205,Private room,Misericórdia,90,4.5,2,1.0,26.0
3897069,872205,Private room,Misericórdia,38,4.5,2,1.0,30.0
3900118,20195934,Entire home/apt,Ajuda,47,4.5,4,1.0,45.0
3900803,19824921,Entire home/apt,Estrela,49,5.0,3,1.0,57.0
3903235,19455234,Entire home/apt,Misericórdia,29,4.5,6,3.0,46.0
3905161,11926451,Private room,Belém,13,4.5,3,1.0,29.0
3905464,20225857,Entire home/apt,Misericórdia,25,4.5,16,6.0,230.0
3907008,2681397,Entire home/apt,Misericórdia,97,4.5,10,3.0,156.0
3909086,20225857,Private room,Misericórdia,20,4.5,3,1.0,45.0
3909865,20223490,Entire home/apt,Estrela,13,5.0,4,1.0,58.0
3909891,19455234,Entire home/apt,Santa Maria Maior,37,4.5,2,0.0,40.0
3910069,3953109,Entire home/apt,Estrela,0,0.0,2,0.0,47.0
3910891,19881192,Private room,Avenidas Novas,0,0.0,2,1.0,57.0
3912132,1848304,Entire home/apt,Misericórdia,147,4.5,5,2.0,42.0
3915496,2681397,Entire home/apt,Santo António,110,4.5,13,3.0,162.0
3916446,4224147,Entire home/apt,Areeiro,32,5.0,4,1.0,44.0
3921520,14204351,Entire home/apt,São Vicente,132,4.5,2,1.0,40.0
3921868,19455234,Entire home/apt,Misericórdia,42,4.5,6,4.0,52.0
3922893,20321071,Entire home/apt,Arroios,121,4.5,10,4.0,231.0
3923144,19455234,Entire home/apt,Misericórdia,24,4.5,3,0.0,39.0
3923869,10823190,Entire home/apt,Misericórdia,192,5.0,4,1.0,65.0
3924625,20331166,Private room,Alvalade,0,0.0,1,1.0,40.0
3927215,546839,Entire home/apt,Estrela,72,4.0,6,2.0,70.0
3929465,1756107,Entire home/apt,Misericórdia,50,4.5,5,1.0,104.0
3932263,3446222,Entire home/apt,Santo António,21,5.0,4,1.0,56.0
3933448,20380623,Private room,Santa Maria Maior,31,5.0,3,1.0,26.0
3934336,835470,Entire home/apt,Misericórdia,6,5.0,6,2.0,80.0
3936993,3753184,Entire home/apt,Santa Maria Maior,180,4.5,2,1.0,87.0
3937394,19455234,Entire home/apt,Santa Maria Maior,37,4.5,2,1.0,35.0
3937505,20400721,Entire home/apt,Misericórdia,66,4.0,3,0.0,44.0
3937652,19455234,Entire home/apt,Santa Maria Maior,38,4.0,3,1.0,35.0
3938206,11926451,Private room,Belém,79,4.5,1,1.0,18.0
3938212,11926451,Private room,Belém,58,4.5,4,1.0,28.0
3938863,15290068,Entire home/apt,Santa Maria Maior,126,5.0,3,1.0,103.0
3939402,19422345,Entire home/apt,Parque das Nações,18,5.0,6,3.0,137.0
3939801,18794298,Entire home/apt,Estrela,1,0.0,4,1.0,75.0
3939948,20414256,Entire home/apt,Misericórdia,186,5.0,4,1.0,78.0
3944819,15282851,Entire home/apt,Avenidas Novas,176,4.5,4,1.0,80.0
3946289,19592204,Entire home/apt,Santo António,15,5.0,4,1.0,69.0
3947589,2372087,Entire home/apt,Santa Maria Maior,25,4.5,7,3.0,115.0
3948260,17067821,Entire home/apt,Santa Maria Maior,43,4.5,4,1.0,64.0
3948430,20225857,Private room,Misericórdia,15,4.5,2,2.0,46.0
3949185,2383059,Entire home/apt,Misericórdia,127,4.5,6,2.0,71.0
3951651,18794298,Entire home/apt,Campo de Ourique,0,0.0,5,2.0,173.0
3956359,20505600,Entire home/apt,Campo de Ourique,69,4.5,8,3.0,115.0
3956399,20506559,Entire home/apt,Penha de França,41,4.5,5,1.0,52.0
3956741,20507987,Entire home/apt,Arroios,17,3.5,2,1.0,58.0
3960881,15371439,Entire home/apt,Estrela,7,5.0,2,0.0,115.0
3961418,20529824,Entire home/apt,Belém,80,4.5,4,1.0,46.0
3962018,20380623,Private room,Santa Maria Maior,60,5.0,3,1.0,19.0
3962285,20534024,Entire home/apt,Santa Maria Maior,20,5.0,5,2.0,170.0
3962354,11518941,Entire home/apt,Misericórdia,72,5.0,4,2.0,115.0
3964278,16844916,Entire home/apt,Santo António,95,4.5,2,1.0,52.0
3965776,19237554,Entire home/apt,São Domingos de Benfica,7,4.0,4,2.0,64.0
3967356,7604112,Entire home/apt,Misericórdia,38,4.0,3,1.0,64.0
3967605,20561532,Entire home/apt,Santa Maria Maior,139,4.5,4,1.0,69.0
3973404,20594082,Entire home/apt,Carnide,2,0.0,4,1.0,79.0
3975346,11926451,Private room,Belém,12,5.0,1,1.0,18.0
3982805,6605974,Entire home/apt,Misericórdia,39,5.0,8,3.0,138.0
3984366,20651802,Entire home/apt,Santo António,84,5.0,6,3.0,76.0
3988540,8566101,Entire home/apt,Arroios,6,4.0,4,2.0,64.0
3993667,20380623,Private room,Santa Maria Maior,21,5.0,3,1.0,23.0
3995668,15627735,Private room,Alvalade,23,5.0,2,1.0,23.0
3995802,20715796,Entire home/apt,Misericórdia,22,4.5,10,3.0,133.0
3997189,2781047,Entire home/apt,Santo António,60,4.5,6,3.0,115.0
4000696,16190724,Entire home/apt,Santa Maria Maior,9,3.5,4,2.0,64.0
4007089,6402313,Entire home/apt,Santo António,32,5.0,2,2.0,64.0
4010418,12771657,Shared room,Misericórdia,12,4.5,6,1.0,15.0
4010534,12771657,Private room,Misericórdia,12,4.0,2,1.0,40.0
4011921,19455234,Entire home/apt,Santa Maria Maior,42,4.5,2,1.0,35.0
4013059,20806580,Private room,Arroios,0,0.0,1,1.0,46.0
4013963,5809174,Entire home/apt,Santa Maria Maior,59,4.5,6,2.0,75.0
4018770,12400145,Entire home/apt,Misericórdia,87,4.5,6,3.0,104.0
4019326,14035165,Entire home/apt,Benfica,68,5.0,4,2.0,47.0
4019862,6569058,Entire home/apt,Santo António,54,4.5,2,1.0,58.0
4019981,1282676,Entire home/apt,Misericórdia,2,0.0,4,1.0,104.0
4024468,20864277,Entire home/apt,Alvalade,1,0.0,4,1.0,58.0
4024929,2196259,Private room,Santo António,3,4.5,1,1.0,27.0
4028893,7146174,Entire home/apt,Campolide,2,0.0,4,1.0,75.0
4030046,20893300,Entire home/apt,Lumiar,2,0.0,6,2.0,93.0
4030790,20896925,Private room,São Vicente,12,4.5,2,1.0,29.0
4031130,20898456,Entire home/apt,Belém,29,4.5,6,2.0,87.0
4031330,20899808,Entire home/apt,Estrela,44,5.0,8,5.0,288.0
4033785,6474940,Entire home/apt,Santa Maria Maior,92,4.5,2,0.0,52.0
4037430,20868708,Private room,Santa Maria Maior,77,4.5,2,1.0,38.0
4038117,8199985,Entire home/apt,Santa Maria Maior,2,0.0,4,2.0,115.0
4038628,3468059,Private room,Areeiro,32,5.0,2,1.0,18.0
4040135,20947228,Entire home/apt,Alvalade,28,4.5,4,1.0,56.0
