pct_alcohol,cloruros,acido_citrico,densidad,acidez_fija,dioxido_azufre_libre,PH,puntuacion,azucar_residual,sulfitos,dioxido_azufre_total,vino_blanco,vino_tinto,acidez_volatil
11.3,0.040999999999999995,0.24,0.9914,6.0,25.0,3.31,6,3.3,0.44,143.0,1,0,0.31
11.8,0.035,0.4,0.9911,7.0,16.0,3.19,6,1.7,0.42,85.0,1,0,0.14
9.2,0.055999999999999994,0.5,0.9982,7.2,68.0,3.01,5,13.3,0.47,195.0,1,0,0.31
9.2,0.06,0.48,0.9982,7.3,57.0,3.04,5,13.3,0.5,196.0,1,0,0.32
10.2,0.046,0.04,0.9934,5.9,21.0,3.22,5,5.7,0.51,87.0,1,0,0.36
8.8,0.054000000000000006,0.32,0.9984,7.8,42.0,3.01,5,12.2,0.54,138.0,1,0,0.24
9.7,0.059000000000000004,0.31,0.9952,7.4,31.0,3.29,5,6.85,0.34,131.0,1,0,0.16
9.1,0.057999999999999996,0.28,0.9952,6.9,14.0,3.29,6,5.0,0.36,146.0,1,0,0.19
9.8,0.092,0.47,0.9928,6.4,40.0,3.21,6,1.6,0.36,158.0,1,0,0.13
11.0,0.026000000000000002,0.36,0.9912,6.7,63.0,3.27,6,1.1,0.48,143.0,1,0,0.19
10.5,0.033,0.23,0.9940000000000001,7.4,29.0,3.14,5,7.0,0.42,126.0,1,0,0.39
9.7,0.038,0.32,0.9958,6.5,48.0,3.45,7,7.6,0.54,203.0,1,0,0.24
10.9,0.044000000000000004,0.56,0.9924,6.1,47.0,3.3,7,2.8,0.57,179.0,1,0,0.3
10.9,0.046,0.56,0.9924,6.1,46.0,3.31,6,2.7,0.57,184.0,1,0,0.3
10.6,0.02,0.25,0.9940000000000001,5.7,7.0,3.39,5,10.4,0.37,57.0,1,0,0.26
9.7,0.038,0.32,0.9958,6.5,48.0,3.45,7,7.6,0.54,203.0,1,0,0.24
9.0,0.038,0.4,0.9979,6.5,59.0,3.23,5,13.1,0.57,241.0,1,0,0.425
9.2,0.035,0.27,0.9982,6.6,46.0,3.24,5,15.8,0.51,188.0,1,0,0.24
8.9,0.034,0.22,0.9961,6.8,55.0,3.19,5,8.1,0.52,203.0,1,0,0.27
9.6,0.036000000000000004,0.31,0.9979,6.7,44.0,3.26,5,15.7,0.56,179.0,1,0,0.27
10.7,0.027000000000000003,0.4,0.992,8.2,36.0,3.12,6,1.2,0.38,121.0,1,0,0.23
8.7,0.045,0.67,0.9975,7.1,49.0,3.16,5,10.5,0.44,155.0,1,0,0.37
10.8,0.035,0.36,0.9917,6.8,30.0,3.15,7,1.9,0.54,96.0,1,0,0.19
11.8,0.028999999999999998,0.39,0.9923,8.1,18.0,3.23,6,1.9,0.52,79.0,1,0,0.28
10.2,0.045,0.34,0.9927,6.3,20.0,3.3,5,2.2,0.43,77.0,1,0,0.31
8.7,0.045,0.67,0.9975,7.1,49.0,3.16,5,10.5,0.44,155.0,1,0,0.37
10.8,0.039,0.4,0.992,7.9,38.0,3.21,6,1.2,0.54,107.0,1,0,0.21
9.7,0.036000000000000004,0.41,0.9947,8.5,24.0,3.18,6,4.3,0.53,99.0,1,0,0.21
11.2,0.037000000000000005,0.4,0.9921,8.1,19.0,3.12,6,2.0,0.54,87.0,1,0,0.2
10.9,0.04,0.37,0.9905,6.3,37.0,3.0,6,1.1,0.39,114.0,1,0,0.255
10.1,0.044000000000000004,0.27,0.9918,5.6,53.0,3.28,6,1.4,0.37,168.0,1,0,0.16
9.0,0.057999999999999996,0.14,0.9951,6.4,15.0,3.38,4,5.2,0.36,97.0,1,0,0.595
12.0,0.034,0.33,0.9917,6.3,19.0,3.38,7,4.6,0.58,80.0,1,0,0.34
9.4,0.054000000000000006,0.3,0.9940000000000001,6.9,23.0,2.99,6,4.1,0.38,116.0,1,0,0.25
11.5,0.043,0.38,0.9934,7.9,46.0,3.12,7,8.0,0.32,152.0,1,0,0.22
9.9,0.055,0.46,0.9968,7.6,58.0,3.14,6,10.2,0.43,135.0,1,0,0.18
9.4,0.054000000000000006,0.3,0.9940000000000001,6.9,23.0,2.99,6,4.1,0.38,116.0,1,0,0.25
10.4,0.048,0.41,0.9919,7.2,41.0,3.14,5,1.2,0.45,97.0,1,0,0.18
9.7,0.049,0.4,0.9966,8.2,12.0,3.06,6,7.5,0.84,76.0,1,0,0.23
8.9,0.066,0.42,0.9979,7.4,48.0,2.89,6,14.0,0.42,198.0,1,0,0.24
8.9,0.066,0.42,0.9979,7.4,48.0,2.89,6,14.0,0.42,198.0,1,0,0.24
12.4,0.036000000000000004,0.24,0.9898,6.1,38.0,3.29,7,1.5,0.42,124.0,1,0,0.32
12.1,0.036000000000000004,0.04,0.9894,5.2,43.0,3.36,8,1.4,0.33,119.0,1,0,0.44
12.1,0.036000000000000004,0.04,0.9894,5.2,43.0,3.36,8,1.4,0.33,119.0,1,0,0.44
12.4,0.036000000000000004,0.24,0.9898,6.1,38.0,3.29,7,1.5,0.42,124.0,1,0,0.32
9.1,0.055,0.56,0.998,6.4,27.0,2.98,5,14.5,0.4,159.0,1,0,0.22
10.6,0.049,0.3,0.9932,6.3,14.0,3.28,5,4.8,0.39,85.0,1,0,0.36
8.9,0.066,0.42,0.9979,7.4,48.0,2.89,6,14.0,0.42,198.0,1,0,0.24
9.5,0.05,0.35,0.997,6.7,64.0,3.15,5,13.1,0.5,205.0,1,0,0.24
9.8,0.051,0.36,0.9972,7.0,72.0,3.16,5,13.0,0.49,177.0,1,0,0.23
9.6,0.048,0.46,0.9974,8.4,39.0,3.14,6,8.7,0.59,197.0,1,0,0.27
12.6,0.034,0.18,0.9896,6.7,25.0,3.08,7,2.4,0.44,98.0,1,0,0.46
9.3,0.055,0.31,0.9968,7.5,20.0,3.08,5,8.95,0.54,151.0,1,0,0.29
10.0,0.034,0.48,0.9958,9.8,5.0,2.87,5,9.85,0.29,110.0,1,0,0.42
12.7,0.066,0.46,0.9906,7.1,29.0,3.12,6,1.5,0.54,133.0,1,0,0.3
11.0,0.045,0.45,0.9917,7.9,17.0,3.13,6,1.5,0.39,96.0,1,0,0.19
11.4,0.037000000000000005,0.37,0.9902,7.6,4.0,3.03,4,0.8,0.39,100.0,1,0,0.48
11.5,0.038,0.43,0.9918,6.3,31.0,3.35,7,4.55,0.33,130.0,1,0,0.22
10.2,0.051,0.31,0.9990000000000001,7.5,33.0,3.09,5,17.7,0.64,173.0,1,0,0.27
11.4,0.04,0.4,0.9927,6.9,50.0,3.11,6,7.5,0.27,151.0,1,0,0.23
12.6,0.044000000000000004,0.47,0.991,7.2,19.0,3.03,4,5.1,0.41,65.0,1,0,0.32
9.4,0.054000000000000006,0.3,0.9972,5.9,57.0,3.28,5,12.9,0.39,170.0,1,0,0.23
8.7,0.06,0.07,0.9931,6.0,9.0,3.11,4,1.2,0.35,108.0,1,0,0.67
9.2,0.049,0.32,0.995,6.4,41.0,3.19,6,5.5,0.68,176.0,1,0,0.25
9.3,0.048,0.31,0.9951,6.4,42.0,3.19,6,5.5,0.66,173.0,1,0,0.33
9.2,0.053,0.15,0.9936,7.1,61.0,3.09,5,1.2,0.43,183.0,1,0,0.34
8.7,0.048,0.4,1.001,6.8,48.0,2.93,5,22.0,0.5,167.0,1,0,0.28
9.6,0.05,0.4,0.9979,6.9,64.0,3.18,6,14.0,0.58,227.0,1,0,0.27
9.3,0.043,0.56,0.997,6.8,64.0,3.02,5,11.9,0.63,226.0,1,0,0.26
9.3,0.043,0.56,0.9972,6.8,66.0,3.02,5,11.9,0.63,230.0,1,0,0.29
9.9,0.04,0.41,0.9954,6.7,49.0,3.12,6,9.4,0.61,166.0,1,0,0.24
11.0,0.038,0.23,0.9924,5.9,42.0,3.15,5,4.2,0.5,119.0,1,0,0.3
12.7,0.034,0.35,0.9906,6.8,26.0,3.26,8,3.8,0.57,109.0,1,0,0.53
8.9,0.047,0.28,0.9962,6.5,54.0,3.09,4,8.5,0.54,210.0,1,0,0.28
8.9,0.052000000000000005,0.28,0.9962,6.6,55.0,3.09,6,8.5,0.55,211.0,1,0,0.28
8.7,0.048,0.4,1.001,6.8,48.0,2.93,5,22.0,0.5,167.0,1,0,0.28
11.4,0.045,0.36,0.9928,6.8,28.0,3.02,6,8.0,0.37,123.0,1,0,0.28
9.6,0.055,0.34,0.9942,6.6,34.0,3.36,5,5.1,0.42,125.0,1,0,0.15
9.1,0.2,0.44,0.9942,6.4,75.0,3.02,5,3.6,0.41,181.0,1,0,0.29
9.1,0.19699999999999998,0.45,0.9942,6.4,76.0,3.02,6,3.5,0.39,180.0,1,0,0.3
9.1,0.19699999999999998,0.44,0.9942,6.4,75.0,3.01,5,3.6,0.38,183.0,1,0,0.29
8.9,0.052000000000000005,0.24,0.9961,6.8,54.0,3.13,5,7.8,0.47,214.0,1,0,0.26
8.8,0.05,0.24,0.998,7.1,52.0,3.1,5,13.1,0.49,204.0,1,0,0.32
8.9,0.052000000000000005,0.24,0.9961,6.8,54.0,3.13,5,7.8,0.47,214.0,1,0,0.26
9.3,0.049,0.26,0.9984,6.8,55.0,3.15,5,16.1,0.5,196.0,1,0,0.27
8.8,0.05,0.24,0.998,7.1,52.0,3.1,5,13.1,0.49,204.0,1,0,0.32
9.6,0.05,0.32,0.9973,6.9,53.0,3.2,5,13.2,0.5,236.0,1,0,0.54
12.0,0.034,0.34,0.9949,6.8,39.0,3.33,6,13.9,0.53,134.0,1,0,0.26
10.2,0.053,0.35,0.9924,5.8,36.0,3.28,4,2.3,0.5,114.0,1,0,0.28
8.8,0.042,0.5,0.9972,6.4,45.0,3.15,5,11.6,0.43,153.0,1,0,0.21
9.2,0.045,0.32,0.9958,7.0,38.0,3.21,5,8.3,0.34,126.0,1,0,0.16
9.9,0.049,0.88,0.9968,10.2,20.0,2.99,4,6.2,0.51,124.0,1,0,0.44
10.2,0.04,0.29,0.9938,6.8,15.0,3.32,5,2.2,0.74,77.0,1,0,0.57
9.5,0.048,0.31,0.993,6.1,23.0,3.22,6,0.9,0.77,170.0,1,0,0.4
10.5,0.032,0.25,0.9940000000000001,5.6,12.0,3.31,5,9.7,0.34,68.0,1,0,0.245
11.2,0.038,0.38,0.9918,6.8,35.0,3.32,7,1.4,0.59,111.0,1,0,0.18
9.2,0.045,0.32,0.9958,7.0,38.0,3.21,5,8.3,0.34,126.0,1,0,0.16
9.7,0.051,0.29,0.9944,6.7,31.0,3.44,6,5.3,0.37,122.0,1,0,0.13
11.1,0.03,0.25,0.9912,6.2,35.0,3.3,7,1.4,0.44,105.0,1,0,0.25
9.4,0.044000000000000004,0.24,0.9961,5.8,55.0,3.31,5,9.2,0.38,152.0,1,0,0.26
11.0,0.036000000000000004,0.36,0.9939,7.5,45.0,3.03,5,7.0,0.33,164.0,1,0,0.27
9.4,0.044000000000000004,0.24,0.9961,5.8,55.0,3.31,5,9.2,0.38,152.0,1,0,0.26
9.4,0.044000000000000004,0.24,0.9989,5.7,60.0,3.31,5,17.5,0.44,167.0,1,0,0.28
11.0,0.036000000000000004,0.36,0.9938,7.5,43.0,3.04,5,7.0,0.32,161.0,1,0,0.23
11.0,0.036000000000000004,0.36,0.9939,7.5,45.0,3.03,5,7.0,0.33,164.0,1,0,0.27
9.1,0.07,0.21,0.9971,7.2,33.0,3.0,6,9.5,0.55,172.0,1,0,0.685
11.1,0.03,0.25,0.9912,6.2,35.0,3.3,7,1.4,0.44,105.0,1,0,0.25
9.1,0.043,0.3,0.9936,6.5,33.0,3.42,6,0.8,0.39,144.0,1,0,0.19
10.4,0.046,0.22,0.9929,6.3,31.0,3.39,6,1.8,0.54,140.0,1,0,0.495
8.7,0.046,0.41,0.9998,7.1,39.0,3.32,5,17.8,0.39,145.0,1,0,0.24
9.7,0.048,0.32,0.9938,6.4,41.0,3.5,6,2.4,0.5,200.0,1,0,0.17
9.1,0.040999999999999995,0.32,0.9969,7.1,66.0,3.17,6,10.3,0.52,272.0,1,0,0.25
9.7,0.048,0.32,0.9938,6.4,41.0,3.5,6,2.4,0.5,200.0,1,0,0.17
8.7,0.046,0.41,0.9998,7.1,39.0,3.32,5,17.8,0.39,145.0,1,0,0.24
8.9,0.062,0.08,0.9972,6.8,26.0,3.37,4,9.7,0.46,142.0,1,0,0.64
9.6,0.040999999999999995,0.4,0.9976,8.3,38.0,3.34,6,7.8,0.51,194.0,1,0,0.28
9.5,0.039,0.39,0.9976,8.2,49.0,3.31,6,7.8,0.51,208.0,1,0,0.27
9.0,0.057999999999999996,0.38,0.9979,7.2,55.0,3.09,6,14.3,0.44,194.0,1,0,0.23
9.0,0.057999999999999996,0.38,0.9979,7.2,55.0,3.09,6,14.3,0.44,194.0,1,0,0.23
9.0,0.057999999999999996,0.38,0.9979,7.2,55.0,3.09,6,14.3,0.44,194.0,1,0,0.23
9.0,0.057999999999999996,0.38,0.9979,7.2,55.0,3.09,6,14.3,0.44,194.0,1,0,0.23
9.6,0.044000000000000004,0.32,0.9972,6.8,54.0,3.27,6,13.2,0.5,221.0,1,0,0.52
11.1,0.037000000000000005,0.59,0.9918,7.0,40.0,3.34,7,1.4,0.41,120.0,1,0,0.26
9.6,0.039,0.21,0.9982,6.2,28.0,3.48,6,15.55,0.64,159.0,1,0,0.25
8.7,0.05,0.23,0.9985,7.3,49.0,3.2,5,13.7,0.46,197.0,1,0,0.32
10.4,0.031,0.26,0.9944,7.7,23.0,3.13,5,7.8,0.5,90.0,1,0,0.31
11.4,0.026000000000000002,0.37,0.9903,7.1,23.0,3.15,7,2.4,0.38,100.0,1,0,0.21
9.7,0.047,0.34,0.9934,6.8,64.5,3.3,6,2.7,0.58,218.5,1,0,0.24
8.7,0.043,0.56,0.9975,6.9,40.0,3.14,5,11.2,0.46,142.0,1,0,0.4
11.3,0.038,0.36,0.9923,6.1,20.0,3.37,6,2.0,0.79,249.5,1,0,0.18
12.6,0.03,0.27,0.99,6.8,26.0,3.16,7,2.1,0.61,139.0,1,0,0.21
10.9,0.031,0.27,0.9905,5.8,12.0,3.25,7,1.4,0.36,77.0,1,0,0.2
10.9,0.03,0.26,0.9905,5.6,12.0,3.25,7,1.4,0.37,76.0,1,0,0.19
10.0,0.037000000000000005,0.14,0.996,6.1,18.0,3.38,5,10.4,0.45,119.0,1,0,0.41
10.0,0.053,0.28,0.9964,5.9,40.0,3.72,4,4.6,0.7,199.0,1,0,0.21
9.8,0.07400000000000001,0.21,0.998,8.5,41.0,3.02,3,16.2,0.5,197.0,1,0,0.26
8.7,0.043,0.56,0.9975,6.9,40.0,3.14,5,11.2,0.46,142.0,1,0,0.4
11.7,0.028999999999999998,0.44,0.9913,5.8,5.0,3.53,3,3.5,0.43,109.0,1,0,0.24
9.3,0.054000000000000006,0.39,0.9932,5.8,37.0,3.21,6,1.5,0.52,158.0,1,0,0.24
9.6,0.04,0.39,0.9935,6.7,45.0,3.32,8,1.1,0.58,147.0,1,0,0.26
11.0,0.035,0.3,0.9927,6.3,8.0,3.27,7,5.7,0.41,97.0,1,0,0.35
11.0,0.035,0.3,0.9927,6.3,8.0,3.27,7,5.7,0.41,97.0,1,0,0.35
11.8,0.032,0.39,0.9912,6.4,23.0,3.32,6,1.8,0.5,118.0,1,0,0.23
11.4,0.037000000000000005,0.38,0.9904,5.8,3.0,3.28,4,0.9,0.34,75.0,1,0,0.36
10.2,0.048,0.35,0.9939,6.9,36.0,3.32,6,5.4,0.42,108.0,1,0,0.115
8.9,0.043,0.4,0.9996,6.9,36.0,2.93,5,19.45,0.47,156.0,1,0,0.29
10.2,0.036000000000000004,0.4,0.9944,6.9,15.0,3.17,5,8.2,0.33,95.0,1,0,0.28
9.6,0.045,0.4,0.9977,7.2,66.0,3.08,6,13.6,0.59,231.0,1,0,0.29
10.6,0.038,0.35,0.9912,6.2,22.0,3.1,6,1.2,0.48,167.0,1,0,0.24
8.9,0.043,0.4,0.9996,6.9,36.0,2.93,5,19.45,0.47,156.0,1,0,0.29
9.2,0.053,0.26,0.9965,6.9,32.0,3.25,6,8.3,0.51,180.0,1,0,0.32
9.7,0.043,0.07,0.9944,5.3,34.0,3.34,5,6.9,0.57,149.0,1,0,0.58
9.7,0.044000000000000004,0.07,0.9945,5.3,34.0,3.34,6,7.1,0.57,145.0,1,0,0.585
9.7,0.045,0.07,0.9944,5.4,36.0,3.34,6,7.0,0.57,147.0,1,0,0.59
9.2,0.053,0.26,0.9965,6.9,32.0,3.25,6,8.3,0.51,180.0,1,0,0.32
9.7,0.044000000000000004,0.07,0.9944,5.2,33.0,3.33,5,7.0,0.58,147.0,1,0,0.6
9.3,0.051,0.26,0.9972,5.8,44.0,3.29,5,13.1,0.38,148.0,1,0,0.25
9.0,0.057,0.3,0.9949,6.6,30.0,3.24,5,5.1,0.38,123.0,1,0,0.58
9.5,0.046,0.54,0.9966,7.0,59.0,3.05,5,10.7,0.61,234.0,1,0,0.29
9.8,0.046,0.41,0.9954,6.6,51.0,3.14,6,8.9,0.57,169.0,1,0,0.19
9.8,0.044000000000000004,0.41,0.9954,6.7,50.0,3.14,6,9.1,0.58,166.0,1,0,0.2
10.6,0.042,0.4,0.9915,7.7,9.0,2.89,5,1.1,0.5,60.0,1,0,0.26
10.6,0.044000000000000004,0.34,0.9919,6.8,14.0,3.05,4,1.2,0.47,67.0,1,0,0.32
12.4,0.036000000000000004,0.49,0.9916,7.0,17.0,3.26,7,4.7,0.68,105.0,1,0,0.3
12.6,0.034,0.36,0.99,7.0,22.0,3.19,8,2.8,0.38,112.0,1,0,0.24
12.3,0.039,0.58,0.9909,6.1,36.0,3.3,8,5.0,0.6,114.0,1,0,0.31
10.5,0.047,0.37,0.9938,6.8,46.0,3.08,4,5.1,0.65,201.0,1,0,0.44
9.3,0.054000000000000006,0.3,0.9982,6.7,51.0,3.19,5,15.6,0.49,196.0,1,0,0.34
8.8,0.055,0.24,0.9988,7.1,46.0,3.12,5,15.4,0.49,198.0,1,0,0.35
8.8,0.055999999999999994,0.25,0.9961,7.3,47.0,3.08,5,7.2,0.47,180.0,1,0,0.32
9.7,0.053,0.33,0.9978,6.5,51.0,3.22,6,15.7,0.51,190.0,1,0,0.28
9.0,0.057999999999999996,0.39,0.9979,7.2,49.0,2.98,7,14.2,0.48,192.0,1,0,0.23
9.0,0.057999999999999996,0.39,0.9979,7.2,49.0,2.98,7,14.2,0.48,192.0,1,0,0.23
9.0,0.057999999999999996,0.39,0.9979,7.2,49.0,2.98,7,14.2,0.48,192.0,1,0,0.23
9.0,0.057999999999999996,0.39,0.9979,7.2,49.0,2.98,7,14.2,0.48,192.0,1,0,0.23
10.5,0.040999999999999995,0.31,0.9945,5.9,53.0,3.52,6,5.8,0.46,155.0,1,0,0.15
9.1,0.066,0.42,1.0,7.4,53.0,2.96,5,19.8,0.44,195.0,1,0,0.28
9.8,0.040999999999999995,0.22,0.9957,6.2,26.0,3.44,7,7.3,0.64,157.0,1,0,0.28
8.5,0.066,0.38,0.9968,9.1,34.0,3.23,3,1.6,0.38,182.0,1,0,0.59
9.4,0.046,0.27,0.9934,6.3,34.0,3.37,6,1.2,0.54,175.0,1,0,0.33
9.4,0.045,0.7,0.9976,8.3,33.0,3.09,5,10.6,0.57,169.0,1,0,0.39
11.2,0.040999999999999995,0.46,0.9932,7.2,82.0,3.19,7,3.8,0.6,187.0,1,0,0.19
10.0,0.046,0.44,0.997,7.5,65.0,3.17,6,11.3,0.45,146.0,1,0,0.17
10.3,0.043,0.5,0.9923,6.7,27.0,3.15,6,2.1,0.45,122.0,1,0,0.17
10.8,0.063,0.0,0.9914,6.1,36.0,3.27,6,1.6,0.67,87.0,1,0,0.41
10.5,0.05,0.35,0.992,8.3,12.0,3.13,6,0.9,0.38,74.0,1,0,0.2
10.8,0.063,0.0,0.9914,6.1,36.0,3.27,6,1.6,0.67,87.0,1,0,0.41
11.1,0.055,0.21,0.9914,6.0,42.0,3.32,6,1.3,0.43,168.0,1,0,0.29
9.9,0.057,0.24,0.9949,7.3,41.0,3.2,6,6.8,0.41,163.0,1,0,0.41
9.9,0.057,0.24,0.9949,7.3,41.0,3.2,6,6.8,0.41,163.0,1,0,0.41
9.9,0.057999999999999996,0.24,0.995,7.2,40.0,3.2,5,6.7,0.41,163.0,1,0,0.43
9.9,0.057999999999999996,0.24,0.995,7.3,41.0,3.2,6,6.7,0.41,166.0,1,0,0.4
10.4,0.036000000000000004,0.27,0.9927,6.2,30.0,3.2,7,4.9,0.42,134.0,1,0,0.33
10.4,0.037000000000000005,0.26,0.9928,6.2,36.0,3.21,6,4.8,0.41,148.0,1,0,0.31
11.5,0.035,0.27,0.9917,6.1,16.0,3.4,7,2.1,0.71,100.0,1,0,0.36
12.5,0.032,0.14,0.9918,5.0,35.0,3.53,8,8.3,0.51,164.0,1,0,0.55
10.0,0.042,0.41,0.9954,7.8,37.0,3.36,6,3.7,0.45,149.0,1,0,0.25
10.0,0.038,0.21,0.9941,5.7,51.0,3.29,6,6.7,0.63,166.0,1,0,0.36
10.0,0.04,0.21,0.9941,5.8,50.0,3.29,5,6.6,0.62,167.0,1,0,0.34
9.1,0.132,0.6,0.9934,6.8,42.0,3.09,6,1.1,0.44,127.0,1,0,0.28
10.6,0.031,0.34,0.9927,6.8,34.0,3.21,6,4.7,0.38,134.0,1,0,0.25
10.5,0.031,0.35,0.9938,6.6,36.0,3.19,5,7.7,0.37,135.0,1,0,0.24
11.5,0.03,0.47,0.9933,5.9,19.0,3.52,7,7.85,0.43,133.0,1,0,0.3
10.1,0.04,0.25,0.9934,6.1,10.0,3.54,6,3.3,0.59,69.0,1,0,0.125
10.3,0.040999999999999995,0.24,0.9927,6.0,15.0,3.61,7,1.1,0.61,65.0,1,0,0.1
10.5,0.031,0.35,0.9938,6.6,36.0,3.19,5,7.7,0.37,135.0,1,0,0.24
10.6,0.031,0.34,0.9927,6.8,34.0,3.21,6,4.7,0.38,134.0,1,0,0.25
10.4,0.031,0.44,0.9946,6.8,35.0,3.16,6,9.3,0.36,137.0,1,0,0.28
11.4,0.046,0.51,0.993,8.3,11.0,3.02,5,2.0,0.55,207.0,1,0,0.41
10.5,0.057,0.31,0.9946,7.5,131.0,3.18,5,5.8,0.59,313.0,1,0,0.27
10.0,0.04,0.41,0.9976,7.9,38.0,2.96,6,15.15,0.6,216.0,1,0,0.26
10.0,0.039,0.23,0.9944,6.4,37.0,3.19,6,6.3,0.65,143.0,1,0,0.34
9.6,0.042,0.35,0.9978,6.5,55.0,3.23,6,15.4,0.5,195.0,1,0,0.28
10.4,0.036000000000000004,0.41,0.992,7.2,33.0,3.17,5,1.3,0.51,85.0,1,0,0.21
12.5,0.03,0.35,0.9912,6.4,34.0,3.36,8,4.8,0.6,101.0,1,0,0.32
10.6,0.032,0.34,0.9927,6.8,37.0,3.2,5,4.6,0.39,135.0,1,0,0.24
11.8,0.033,0.3,0.9906,6.3,16.0,3.28,6,1.8,0.4,91.0,1,0,0.23
9.8,0.038,0.34,0.9954,6.5,30.0,3.11,5,9.9,0.44,133.0,1,0,0.28
10.8,0.031,0.26,0.9923,5.6,12.0,3.25,5,5.7,0.38,80.0,1,0,0.26
11.8,0.033,0.3,0.9906,6.3,16.0,3.28,6,1.8,0.4,91.0,1,0,0.23
11.2,0.036000000000000004,0.33,0.991,6.3,15.0,3.32,6,1.5,0.42,105.0,1,0,0.23
9.3,0.045,0.27,0.9972,5.8,55.0,3.28,6,12.3,0.42,170.0,1,0,0.27
10.4,0.047,0.4,0.9945,5.9,12.0,3.45,5,1.3,0.53,139.0,1,0,0.26
10.2,0.049,0.35,0.9934,6.6,49.0,3.43,7,1.5,0.85,141.0,1,0,0.18
9.0,0.045,0.43,0.9964,7.4,27.0,3.19,7,7.8,0.55,153.0,1,0,0.2
10.0,0.047,0.36,0.9948,8.0,17.0,3.2,6,1.5,0.54,129.0,1,0,0.24
9.1,0.044000000000000004,0.42,0.9962,6.4,30.0,3.18,6,9.7,0.47,140.0,1,0,0.26
10.0,0.053,0.47,0.9931,5.4,46.0,3.29,5,3.0,0.76,144.0,1,0,0.31
10.0,0.052000000000000005,0.47,0.993,5.4,47.0,3.29,6,3.0,0.75,145.0,1,0,0.29
9.6,0.05,0.33,0.9942,7.1,33.0,3.28,6,4.6,0.4,131.0,1,0,0.145
11.2,0.031,0.1,0.9906,5.6,20.0,3.36,7,1.3,0.51,68.0,1,0,0.34
8.8,0.055999999999999994,0.41,0.9995,6.7,75.0,3.2,6,15.6,0.44,155.0,1,0,0.19
10.0,0.052000000000000005,0.46,0.998,7.8,38.0,3.15,6,13.6,0.5,118.0,1,0,0.18
10.0,0.054000000000000006,0.45,0.997,7.6,56.0,3.15,5,11.2,0.47,137.0,1,0,0.17
11.4,0.044000000000000004,0.36,0.9914,6.3,47.0,3.27,7,2.1,0.74,146.0,1,0,0.12
11.9,0.038,0.4,0.992,7.3,32.0,3.03,7,6.85,0.3,138.0,1,0,0.33
9.6,0.071,0.3,0.9924,5.5,27.0,3.14,6,2.5,0.51,128.0,1,0,0.335
11.9,0.038,0.4,0.992,7.3,32.0,3.03,7,6.85,0.3,138.0,1,0,0.33
9.6,0.047,0.42,0.9937,5.8,38.5,3.25,6,4.4,0.57,245.0,1,0,0.4
9.0,0.063,0.37,0.9978,7.3,48.0,2.89,6,14.3,0.38,191.0,1,0,0.22
9.0,0.063,0.37,0.9978,7.3,48.0,2.89,6,14.3,0.38,191.0,1,0,0.22
9.5,0.05,0.33,0.9927,6.1,24.0,3.15,6,1.1,0.78,169.0,1,0,0.36
10.4,0.05,0.39,0.9940000000000001,10.0,19.0,3.0,6,1.4,0.42,152.0,1,0,0.2
10.6,0.04,0.34,0.9935,6.9,43.0,3.2,6,4.7,0.59,161.0,1,0,0.24
10.2,0.047,0.32,0.9968,6.4,54.0,3.28,6,14.9,0.5,162.0,1,0,0.24
8.9,0.055,0.14,0.9941,7.1,24.0,3.15,5,1.2,0.43,84.0,1,0,0.365
9.7,0.05,0.3,0.9942,6.8,40.0,3.4,6,5.3,0.39,127.0,1,0,0.15
9.0,0.063,0.37,0.9978,7.3,48.0,2.89,6,14.3,0.38,191.0,1,0,0.22
11.4,0.037000000000000005,0.4,0.9923,6.8,18.0,3.49,7,2.3,0.42,102.0,1,0,0.16
12.3,0.027999999999999997,0.32,0.9912,6.0,29.0,3.4,7,3.5,0.71,113.0,1,0,0.26
10.8,0.08900000000000001,0.27,0.9923,6.0,40.0,3.49,6,1.5,0.62,143.0,1,0,0.18
9.4,0.053,0.21,0.9927,6.9,39.0,3.12,6,1.0,0.45,148.0,1,0,0.33
10.6,0.049,0.48,0.9931,7.7,36.0,3.17,6,2.3,0.64,178.0,1,0,0.29
11.6,0.044000000000000004,0.35,0.9941,7.1,26.0,3.17,5,12.5,0.29,72.0,1,0,0.39
9.4,0.053,0.21,0.9927,6.9,39.0,3.12,6,1.0,0.45,148.0,1,0,0.33
10.6,0.049,0.48,0.9931,7.7,36.0,3.17,6,2.3,0.64,178.0,1,0,0.29
10.0,0.048,0.19,0.9934,6.6,17.0,3.34,5,0.8,0.56,204.0,1,0,0.905
9.2,0.048,0.27,0.9936,7.2,30.0,3.1,6,2.4,0.51,149.0,1,0,0.27
12.5,0.027000000000000003,0.22,0.9893,5.1,18.0,3.51,7,1.6,0.38,89.0,1,0,0.33
12.5,0.027000000000000003,0.22,0.9893,5.1,18.0,3.51,7,1.6,0.38,89.0,1,0,0.33
10.4,0.037000000000000005,0.28,0.9919,6.4,12.0,3.32,7,1.5,0.51,119.0,1,0,0.31
10.0,0.045,0.44,0.9924,7.3,21.0,3.15,7,1.4,0.46,98.0,1,0,0.2
10.0,0.049,0.5,0.9927,5.7,17.0,3.22,6,2.6,0.64,155.0,1,0,0.32
10.4,0.037000000000000005,0.28,0.9919,6.4,12.0,3.32,7,1.5,0.51,119.0,1,0,0.31
